country,active_personnel,total_aircraft,aircraft_carriers,airports,total_area,armored_vehicles,defense_budget,destroyers,fighters,fleet_strength,frigates,gdp,helicopters,population,ports,railways,reserve_personnel,roadways,rocket_projectors,submarines,tanks,power_index,total_military_manpower,fit_for_service,population_reaching_military_age_annually,paramilitary,attack_aircraft,transport_aircraft,trainer_aircraft,special_mission_aircraft,tanker_aircraft,attack_helicopters,self_propelled_artillery,towed_artillery,total_naval_fleet_tonnage_mt,helicopter_carriers,corvettes,coastal_patrol_craft,mine_warfare_craft,external_debt_usd,foreign_exchange_and_gold_reserves_usd,labour_force,total_merchant_marine_fleet,oil_production_bbl,oil_consumption_bbl,proven_oil_reserves_bbl,natural_gas_production_cum,natural_gas_consumption_cum,proven_natural_gas_reserves_cum,coal_production_cum,coal_consumption_mt,proven_coal_reserves_cum,coastline_coverage_km,border_coverage_km,waterway_coverage_km,continent,region,alliance
Denmark,21000.0,122.0,0.0,102.0,43094.0,5930.0,14250000000.0,0.0,26.0,50.0,9.0,440558000000.0,34.0,5973136.0,69.0,2682.0,12000.0,73591.0,8.0,0.0,44.0,0.8198,2628180.0,2126436.0,77651.0,51000.0,19.0,4.0,36.0,3.0,0.0,0.0,19.0,0.0,121180.0,0.0,0.0,9.0,6.0,611050000000.0,108405000000.0,3210000.0,715.0,63000.0,151000.0,441000000.0,1879000000.0,2208000000.0,29534000000.0,0.0,1135000.0,0.0,7314.0,140.0,400.0,Europe,Northern Europe,NATO
Dominican Republic,89000.0,80.0,0.0,32.0,48320.0,930.0,903000000.0,0.0,0.0,34.0,0.0,276884000000.0,49.0,10815857.0,17.0,496.0,189000.0,19705.0,0.0,0.0,6.0,2.5853,4975294.0,4034315.0,97343.0,30000.0,8.0,11.0,17.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,35044000000.0,13471000000.0,5413000.0,40.0,0.0,146000.0,0.0,0.0,2440000000.0,0.0,0.0,2356000.0,0.0,1288.0,376.0,0.0,Americas,Latin America and the Caribbean,Non-aligned
Ecuador,41250.0,99.0,0.0,317.0,283560.0,5322.0,2963400000.0,0.0,0.0,30.0,2.0,252728000000.0,43.0,18309984.0,6.0,965.0,118000.0,43950.0,24.0,2.0,202.0,1.4479,8422593.0,6738074.0,329580.0,1500.0,0.0,20.0,34.0,8.0,0.0,0.0,5.0,106.0,0.0,0.0,6.0,5.0,0.0,39658000000.0,6908000000.0,8821000.0,154.0,480000.0,272000.0,8273000000.0,309778000.0,309778000.0,10902000000.0,0.0,14000.0,24000000.0,2237.0,2237.0,1500.0,Americas,Latin America and the Caribbean,Non-aligned
Egypt,438500.0,1088.0,0.0,73.0,1001450.0,54694.0,5193500000.0,0.0,242.0,149.0,13.0,1958000000000.0,348.0,111247248.0,31.0,5085.0,479000.0,65050.0,648.0,8.0,3620.0,0.3651,45611372.0,38269053.0,1668709.0,300000.0,90.0,53.0,344.0,11.0,0.0,100.0,1056.0,962.0,235989.0,2.0,7.0,61.0,17.0,117272000000.0,44921000000.0,33749000.0,441.0,667000.0,830000.0,3300000000.0,64817000000.0,60089000000.0,1784000000000.0,69000.0,3262000.0,182000000.0,2450.0,2612.0,3500.0,Africa,Northern Africa,Non-aligned
El Salvador,25000.0,51.0,0.0,27.0,21041.0,2144.0,1037200000.0,0.0,0.0,13.0,0.0,73961000000.0,28.0,6628702.0,3.0,13.0,0.0,9012.0,0.0,0.0,0.0,2.9973,3181777.0,2512278.0,145831.0,15000.0,15.0,3.0,10.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,8.0,0.0,12668000000.0,3705000000.0,2890000.0,5.0,3.0,56000.0,0.0,0.0,226472.0,0.0,0.0,500.0,0.0,307.0,590.0,422.0,Americas,Latin America and the Caribbean,Non-aligned
Eritrea,350000.0,20.0,0.0,11.0,117600.0,1040.0,219000000.0,0.0,1.0,23.0,0.0,2534000000.0,13.0,6343956.0,2.0,306.0,680000.0,16000.0,44.0,0.0,148.0,2.6841,2220385.0,1598677.0,76127.0,0.0,0.0,5.0,1.0,0.0,0.0,6.0,45.0,89.0,0.0,0.0,0.0,18.0,0.0,461376000.0,191694000.0,1710000.0,9.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2234.0,1840.0,0.0,Africa,Sub-Saharan Africa,Non-aligned
Estonia,7700.0,2.0,0.0,34.0,45228.0,2579.0,2375000000.0,0.0,0.0,8.0,0.0,57001000000.0,0.0,1193791.0,20.0,1441.0,230000.0,89382.0,6.0,0.0,0.0,2.3201,584958.0,456028.0,13132.0,10000.0,0.0,2.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,4.0,4.0,29040000000.0,2075000000.0,756200.0,72.0,24000.0,27000.0,0.0,0.0,354912000.0,0.0,0.0,800.0,0.0,3794.0,657.0,335.0,Europe,Northern Europe,NATO
Ethiopia,503000.0,104.0,0.0,58.0,1104300.0,8586.0,3720968976.0,0.0,25.0,0.0,0.0,380895000000.0,33.0,118550298.0,0.0,659.0,138000.0,180000.0,79.0,0.0,338.0,0.8525,56904143.0,35327989.0,2726657.0,0.0,0.0,9.0,34.0,0.0,0.0,7.0,142.0,469.0,0.0,0.0,0.0,0.0,0.0,25426000000.0,3784000000.0,54470000.0,12.0,0.0,102000.0,428000.0,0.0,0.0,24919000000.0,456000.0,1653000.0,0.0,0.0,5925.0,0.0,Africa,Sub-Saharan Africa,Non-aligned
Finland,24000.0,162.0,0.0,98.0,338145.0,14866.0,8890000000.0,0.0,53.0,165.0,0.0,313591000000.0,27.0,5626414.0,37.0,5918.0,870000.0,108637.0,76.0,0.0,200.0,0.8673,2306830.0,1912981.0,56264.0,53800.0,0.0,11.0,77.0,1.0,0.0,0.0,125.0,667.0,19434.0,0.0,0.0,8.0,18.0,726000000000.0,17993000000.0,2898000.0,282.0,8000.0,175000.0,0.0,0.0,1157000000.0,0.0,811000.0,3933000.0,0.0,1250.0,2563.0,8000.0,Europe,Northern Europe,NATO
France,264000.0,974.0,1.0,1218.0,643801.0,110784.0,67232395000.0,11.0,223.0,166.0,5.0,3732000000000.0,452.0,68374591.0,66.0,27860.0,43444.0,1053215.0,9.0,9.0,427.0,0.1798,30084820.0,23794358.0,752121.0,150000.0,0.0,118.0,140.0,44.0,15.0,67.0,74.0,0.0,487471.0,3.0,0.0,22.0,19.0,7691315390000.0,282857000000.0,31725000.0,553.0,80000.0,1536000.0,61719000.0,20132000.0,37001000000.0,7787000000.0,2157000.0,12570000.0,160000000.0,4853.0,4072.0,8501.0,Europe,Western Europe,NATO
Gabon,5000.0,25.0,0.0,42.0,267667.0,424.0,340950000.0,0.0,6.0,5.0,0.0,48045000000.0,16.0,2455105.0,9.0,649.0,0.0,14300.0,28.0,0.0,0.0,3.0432,932940.0,532758.0,46647.0,2500.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,6442000000.0,1447000000.0,824400.0,87.0,204000.0,14000.0,2000000000.0,463000000.0,463000000.0,25995000000.0,0.0,0.0,0.0,885.0,3261.0,1600.0,Africa,Sub-Saharan Africa,Non-aligned
Georgia,37000.0,61.0,0.0,21.0,69700.0,5974.0,680000000.0,0.0,0.0,19.0,0.0,91849000000.0,44.0,4900961.0,3.0,1363.0,205500.0,40044.0,42.0,0.0,132.0,2.0779,2744538.0,2225036.0,93118.0,0.0,5.0,2.0,10.0,0.0,0.0,11.0,67.0,121.0,0.0,0.0,0.0,31.0,4.0,9085000000.0,4447000000.0,1833000.0,26.0,300.0,34000.0,35000000.0,8760000.0,2796000000.0,8495000000.0,148000.0,384000.0,900999000.0,310.0,1814.0,0.0,Asia,Western Asia,Non-aligned
Germany,184324.0,569.0,0.0,840.0,357022.0,87338.0,127400090000.0,0.0,127.0,96.0,11.0,5247000000000.0,292.0,84119100.0,35.0,39379.0,860000.0,830000.0,33.0,6.0,296.0,0.2463,38694786.0,30955829.0,841191.0,0.0,63.0,55.0,16.0,27.0,3.0,49.0,134.0,0.0,241492.0,0.0,6.0,54.0,12.0,6862470230000.0,377936000000.0,43772000.0,595.0,131000.0,2062000.0,115200000.0,4824000000.0,77516000000.0,23390000000.0,109741000.0,140994000.0,35400000000.0,2389.0,3694.0,7300.0,Europe,Western Europe,NATO
Ghana,15500.0,18.0,0.0,11.0,238533.0,3648.0,954423756.0,0.0,0.0,20.0,0.0,243124000000.0,9.0,34589092.0,4.0,947.0,0.0,65725.0,6.0,0.0,0.0,2.4566,14873310.0,9961658.0,622604.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,20.0,0.0,29241000000.0,3624000000.0,13927000.0,52.0,176000.0,96000.0,660000000.0,3192000000.0,3912000000.0,22653000000.0,0.0,51000.0,0.0,539.0,2420.0,1293.0,Africa,Sub-Saharan Africa,Non-aligned
Greece,142700.0,560.0,0.0,82.0,131957.0,56416.0,8242150000.0,0.0,178.0,186.0,14.0,192205000000.0,285.0,10461091.0,57.0,2345.0,221350.0,117000.0,152.0,9.0,1344.0,0.5484,4916713.0,3985676.0,104611.0,55000.0,0.0,17.0,86.0,8.0,0.0,28.0,589.0,698.0,215808.0,0.0,0.0,45.0,3.0,605000000000.0,15222000000.0,4655000.0,1215.0,5000.0,308000.0,10000000.0,3284000.0,5173000000.0,991090000.0,10469000.0,10091000.0,2876000000.0,13676.0,1110.0,6.0,Europe,Southern Europe,NATO
Guatemala,106114.0,35.0,0.0,58.0,108889.0,3268.0,616000000.0,0.0,0.0,25.0,0.0,232673000000.0,20.0,18255216.0,3.0,800.0,90000.0,17440.0,0.0,0.0,0.0,2.1277,7484639.0,6279794.0,182552.0,35000.0,3.0,10.0,0.0,2.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,20.0,0.0,11862000000.0,24412000000.0,7575000.0,9.0,6000.0,117000.0,86110000.0,3276000.0,2986000.0,0.0,0.0,1012000.0,0.0,400.0,1667.0,990.0,Americas,Latin America and the Caribbean,Non-aligned
Honduras,52225.0,45.0,0.0,129.0,112090.0,4666.0,612300000.0,0.0,6.0,98.0,0.0,71297000000.0,11.0,9529188.0,8.0,699.0,0.0,14742.0,0.0,0.0,22.0,2.2575,4192843.0,3144632.0,95292.0,23000.0,7.0,10.0,10.0,1.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,93.0,0.0,7785000000.0,8036000000.0,4296000.0,489.0,20.0,71000.0,0.0,0.0,0.0,0.0,0.0,144000.0,0.0,832.0,1575.0,465.0,Americas,Latin America and the Caribbean,Non-aligned
Hungary,41600.0,80.0,0.0,109.0,103000.0,11502.0,5887250000.0,0.0,12.0,0.0,0.0,389207000000.0,50.0,9855745.0,0.0,7687.0,20000.0,203601.0,0.0,0.0,220.0,1.0429,4632200.0,3794462.0,118269.0,15000.0,0.0,3.0,17.0,0.0,0.0,8.0,24.0,295.0,0.0,0.0,0.0,0.0,0.0,151250000000.0,46422000000.0,4954000.0,1.0,36000.0,179000.0,12100000.0,1523000000.0,9485000000.0,3738000000.0,4293000.0,4694000.0,2633000000.0,0.0,2106.0,1622.0,Europe,Eastern Europe,NATO
Iceland,0.0,0.0,0.0,82.0,100250.0,350.0,500000000.0,0.0,0.0,0.0,0.0,26561000000.0,0.0,364036.0,43.0,0.0,0.0,12905.0,0.0,0.0,0.0,3.4013,83728.0,50237.0,1820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24200000000.0,6403000000.0,248400.0,39.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0,137000.0,0.0,4970.0,0.0,0.0,Europe,Northern Europe,NATO
India,1431000.0,2183.0,2.0,315.0,3287263.0,163554.0,109000000000.0,13.0,476.0,343.0,18.0,14244000000000.0,594.0,1409128296.0,56.0,65554.0,1000000.0,6371847.0,300.0,18.0,3913.0,0.1346,662290299.0,522786598.0,23955181.0,2527000.0,124.0,277.0,334.0,72.0,6.0,79.0,100.0,5640.0,631989.0,0.0,21.0,146.0,0.0,212728000000.0,643043000000.0,607691000.0,1859.0,822000.0,5271000.0,4605000000.0,33170000000.0,58867000000.0,1381000000000.0,1020000000.0,1262000000.0,127727000000.0,7000.0,13888.0,14500.0,Asia,Southern Asia,Non-aligned
Indonesia,404500.0,460.0,0.0,556.0,1904569.0,28064.0,11155297716.0,0.0,41.0,338.0,10.0,4102000000000.0,212.0,281562465.0,123.0,8159.0,401000.0,496607.0,67.0,4.0,331.0,0.2582,137965608.0,114595923.0,4786562.0,250000.0,34.0,73.0,114.0,15.0,1.0,15.0,153.0,396.0,324754.0,0.0,26.0,211.0,10.0,225273000000.0,155708000000.0,143144000.0,11422.0,865000.0,1645000.0,2480000000.0,57410000000.0,36061000000.0,1408000000000.0,783453000.0,281159000.0,35055000000.0,54716.0,2958.0,21579.0,Asia,South-eastern Asia,Non-aligned
Iran,610000.0,551.0,0.0,177.0,1648195.0,75939.0,9230000000.0,0.0,188.0,109.0,7.0,1486000000000.0,129.0,88386937.0,18.0,8484.0,350000.0,223485.0,1550.0,25.0,2675.0,0.3199,49496685.0,41541860.0,1414191.0,220000.0,21.0,86.0,103.0,10.0,6.0,13.0,424.0,1803.0,283516.0,0.0,3.0,21.0,1.0,6759000000.0,120600000000.0,28575000.0,965.0,4112000.0,2415000.0,208600000000.0,263280000000.0,244890000000.0,33987000000000.0,2209000.0,3032000.0,1203000000.0,2440.0,5894.0,850.0,Asia,Southern Asia,Non-aligned
Iraq,193000.0,360.0,0.0,73.0,438317.0,37496.0,8000000000.0,0.0,26.0,67.0,0.0,585887000000.0,183.0,42083436.0,6.0,2272.0,0.0,59623.0,572.0,0.0,1188.0,0.8115,17675043.0,14308368.0,715418.0,100000.0,36.0,15.0,111.0,17.0,0.0,39.0,434.0,610.0,32565.0,0.0,1.0,55.0,0.0,15580000000.0,100691000000.0,12008000.0,74.0,4448000.0,1043000.0,145019000000.0,9860000000.0,19298000000.0,3729000000000.0,0.0,0.0,0.0,58.0,3809.0,5279.0,Asia,Western Asia,Non-aligned
Ireland,7557.0,23.0,0.0,100.0,70273.0,3296.0,1754400500.0,0.0,0.0,8.0,0.0,620544000000.0,8.0,5233461.0,21.0,1688.0,1720.0,102227.0,0.0,0.0,0.0,2.0661,2407392.0,1999182.0,57568.0,0.0,0.0,5.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3630000000000.0,12698000000.0,2857000.0,94.0,600.0,159000.0,0.0,1447000000.0,5280000000.0,9911000000.0,0.0,1341000.0,40000000.0,1448.0,443.0,956.0,Europe,Northern Europe,Non-aligned
Israel,169500.0,597.0,0.0,40.0,21937.0,62380.0,34600000000.0,0.0,239.0,82.0,0.0,472177000000.0,127.0,9402617.0,5.0,1497.0,465000.0,20391.0,228.0,6.0,1300.0,0.2707,3949099.0,3281513.0,131637.0,35000.0,45.0,14.0,148.0,19.0,13.0,48.0,323.0,171.0,40638.0,0.0,7.0,66.0,0.0,163350000000.0,214544000000.0,4710000.0,41.0,15000.0,219000.0,12730000.0,22886000000.0,11510000000.0,176018000000.0,0.0,5297000.0,0.0,273.0,1068.0,0.0,Asia,Western Asia,Non-aligned
Italy,165500.0,714.0,2.0,655.0,301340.0,87364.0,37325165000.0,3.0,88.0,285.0,14.0,3133000000000.0,352.0,60964931.0,123.0,18475.0,18300.0,228863.0,21.0,8.0,203.0,0.2211,27434219.0,22191235.0,548684.0,105000.0,65.0,31.0,152.0,22.0,8.0,37.0,64.0,108.0,387892.0,0.0,0.0,15.0,10.0,3025000000000.0,290547000000.0,25828000.0,1276.0,111000.0,1245000.0,497934000.0,3117000000.0,68735000000.0,45750000000.0,1572000.0,12424000.0,609999000.0,7600.0,1836.0,2400.0,Europe,Southern Europe,NATO
Ivory Coast,22000.0,22.0,0.0,29.0,322463.0,1328.0,18200000.0,0.0,0.0,8.0,0.0,215018000000.0,14.0,29981758.0,5.0,660.0,0.0,81996.0,6.0,0.0,0.0,2.3884,12292521.0,7855221.0,569653.0,5500.0,0.0,3.0,2.0,3.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,26576000000.0,7583484000.0,12595000.0,25.0,29000.0,87000.0,100000000.0,2635000000.0,2635000000.0,28317000000.0,0.0,0.0,0.0,515.0,3458.0,980.0,Unknown,Unknown,Non-aligned
Japan,251500.0,1429.0,0.0,280.0,377915.0,54390.0,58000000000.0,41.0,217.0,158.0,8.0,5715000000000.0,583.0,123201945.0,163.0,27311.0,56000.0,1218772.0,99.0,23.0,734.0,0.1876,52976836.0,42874277.0,1108818.0,25000.0,47.0,53.0,399.0,135.0,10.0,118.0,193.0,480.0,798062.0,4.0,0.0,6.0,18.0,5147667910000.0,1231000000000.0,69382000.0,5229.0,8000.0,3140000.0,44115000.0,2220000000.0,92843000000.0,20898000000.0,27657000.0,197612000.0,350000000.0,29751.0,0.0,1770.0,Asia,Eastern Asia,Non-aligned
Jordan,114500.0,279.0,0.0,18.0,89342.0,25278.0,2668500000.0,0.0,44.0,27.0,0.0,109986000000.0,159.0,11174024.0,1.0,509.0,100000.0,7203.0,84.0,0.0,1508.0,1.5581,3463947.0,2983464.0,145262.0,35000.0,10.0,12.0,66.0,11.0,0.0,44.0,478.0,80.0,0.0,0.0,0.0,27.0,0.0,21058000000.0,21939000000.0,3080000.0,34.0,20.0,97000.0,1000000.0,187262000.0,4382000000.0,6031000000.0,0.0,269000.0,0.0,26.0,1744.0,0.0,Asia,Western Asia,Non-aligned
Kazakhstan,110000.0,168.0,0.0,132.0,2724900.0,17460.0,5836386000.0,0.0,37.0,26.0,0.0,739385000000.0,72.0,20260006.0,0.0,16636.0,135000.0,96167.0,287.0,0.0,353.0,1.0433,9117003.0,6928922.0,283640.0,55000.0,13.0,21.0,25.0,0.0,0.0,12.0,126.0,194.0,0.0,0.0,0.0,23.0,2.0,25765000000.0,45808000000.0,10285000.0,122.0,1955000.0,386000.0,30000000000.0,27011000000.0,22623000000.0,2407000000000.0,120279000.0,86349000.0,25605000000.0,26.0,13364.0,43983.0,Asia,Central Asia,Non-aligned
Kenya,50000.0,154.0,0.0,368.0,580367.0,9114.0,1651803025.0,0.0,17.0,27.0,0.0,328632000000.0,84.0,58246378.0,4.0,3819.0,0.0,161452.0,0.0,0.0,188.0,1.8588,21551160.0,14037377.0,931942.0,25000.0,0.0,21.0,30.0,2.0,0.0,2.0,18.0,53.0,0.0,0.0,0.0,18.0,0.0,31451000000.0,10067000000.0,23781000.0,26.0,0.0,113000.0,0.0,0.0,0.0,0.0,0.0,1453000.0,0.0,536.0,3457.0,0.0,Africa,Sub-Saharan Africa,Non-aligned
Kosovo,4000.0,0.0,0.0,2.0,10887.0,1357.0,1177450000.0,0.0,0.0,0.0,0.0,25019000000.0,0.0,1977093.0,0.0,437.0,5000.0,2248.0,0.0,0.0,0.0,3.8041,917371.0,743387.0,17794.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785739000.0,1310000000.0,500300.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,6924000.0,6931000.0,1564000000.0,0.0,714.0,0.0,Unknown,Unknown,Non-aligned
Kuwait,78000.0,133.0,0.0,6.0,17818.0,7472.0,7987000000.0,0.0,47.0,123.0,0.0,225947000000.0,68.0,3138355.0,6.0,0.0,24000.0,5749.0,27.0,0.0,367.0,1.7161,1726095.0,1449920.0,37660.0,7500.0,0.0,2.0,13.0,0.0,3.0,16.0,51.0,0.0,0.0,0.0,0.0,106.0,0.0,60500000000.0,50728000000.0,3003000.0,176.0,2910000.0,430000.0,101500000000.0,19285000000.0,26083000000.0,1784000000000.0,0.0,60000.0,0.0,499.0,475.0,0.0,Asia,Western Asia,Non-aligned
Kyrgyzstan,23000.0,7.0,0.0,28.0,199951.0,5372.0,654000000.0,0.0,0.0,0.0,0.0,50907000000.0,7.0,6172101.0,0.0,424.0,0.0,34000.0,21.0,0.0,215.0,2.3969,3147772.0,2487357.0,117270.0,55000.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,174.0,0.0,0.0,0.0,0.0,0.0,3617000000.0,5089000000.0,3197000.0,0.0,6000.0,31000.0,40000000.0,31026000.0,438000000.0,5663000000.0,3685000.0,4212000.0,28499000000.0,0.0,4573.0,576.0,Asia,Central Asia,Non-aligned
Laos,100000.0,29.0,0.0,20.0,236800.0,7725.0,355600000.0,0.0,0.0,51.0,0.0,66905000000.0,20.0,7953556.0,0.0,422.0,30000.0,59647.0,64.0,0.0,160.0,2.8672,3499565.0,2521277.0,159071.0,120000.0,0.0,2.0,7.0,0.0,0.0,0.0,50.0,97.0,0.0,0.0,0.0,47.0,0.0,9619000000.0,1770000000.0,3585000.0,1.0,0.0,25000.0,0.0,0.0,0.0,0.0,16629000.0,15944000.0,62000000.0,0.0,5274.0,4600.0,Asia,South-eastern Asia,Non-aligned
Latvia,17870.0,3.0,0.0,55.0,64589.0,3410.0,42000000.0,0.0,0.0,18.0,0.0,72516000000.0,3.0,1801246.0,5.0,2216.0,38000.0,57972.0,0.0,0.0,0.0,2.2316,810561.0,648449.0,16211.0,12500.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,11.0,6.0,48598440000.0,5141000000.0,954900.0,83.0,2000.0,33000.0,0.0,0.0,828214000.0,0.0,0.0,20000.0,0.0,498.0,1370.0,300.0,Europe,Northern Europe,NATO
Lebanon,80000.0,80.0,0.0,8.0,10400.0,6912.0,800000000.0,0.0,0.0,48.0,0.0,65415000000.0,68.0,5364482.0,5.0,401.0,15000.0,21705.0,11.0,0.0,334.0,2.6521,2092148.0,1775644.0,69738.0,65000.0,9.0,0.0,9.0,0.0,0.0,0.0,12.0,350.0,0.0,0.0,0.0,42.0,0.0,41619000000.0,33301000000.0,1939000.0,51.0,0.0,115000.0,0.0,0.0,0.0,0.0,0.0,166000.0,0.0,225.0,484.0,0.0,Asia,Western Asia,Non-aligned
Liberia,2100.0,0.0,0.0,19.0,111369.0,550.0,20700000.0,0.0,0.0,6.0,0.0,9308000000.0,0.0,5437249.0,4.0,429.0,0.0,10600.0,0.0,0.0,0.0,3.9275,2392390.0,1913912.0,65247.0,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1335000000.0,599660000.0,2607000.0,4821.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.0,1667.0,0.0,Africa,Sub-Saharan Africa,Non-aligned
Libya,32000.0,83.0,0.0,75.0,1759540.0,2728.0,1474800000.0,0.0,10.0,5.0,1.0,90609000000.0,22.0,7361263.0,14.0,0.0,0.0,34000.0,25.0,0.0,55.0,1.7872,3827857.0,3290485.0,125141.0,100000.0,1.0,12.0,35.0,0.0,0.0,4.0,20.0,38.0,0.0,0.0,0.0,2.0,0.0,3654200000.0,92894000000.0,2585000.0,96.0,1245000.0,207000.0,48363000000.0,11832000000.0,9212000000.0,1505000000000.0,0.0,0.0,0.0,1770.0,4339.0,0.0,Africa,Northern Africa,Non-aligned
Lithuania,23000.0,9.0,0.0,64.0,65300.0,4553.0,5651760000.0,0.0,0.0,13.0,0.0,136227000000.0,4.0,2628186.0,2.0,1911.0,104000.0,83821.0,0.0,0.0,0.0,1.8949,1708321.0,1332490.0,36795.0,14150.0,0.0,5.0,0.0,0.0,0.0,0.0,16.0,54.0,0.0,0.0,0.0,5.0,4.0,48400000000.0,7406000000.0,1548000.0,59.0,4000.0,67000.0,12000000.0,0.0,1601000000.0,0.0,0.0,166000.0,0.0,90.0,1545.0,441.0,Europe,Northern Europe,NATO
Luxembourg,1200.0,1.0,0.0,3.0,2586.0,476.0,1530685000.0,0.0,0.0,0.0,0.0,86871000000.0,0.0,671254.0,0.0,271.0,0.0,2746.0,0.0,0.0,0.0,2.4429,154388.0,92633.0,3356.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5203000000000.0,2789000000.0,350000.0,147.0,0.0,51000.0,0.0,0.0,594240000.0,0.0,0.0,34000.0,0.0,0.0,327.0,37.0,Europe,Western Europe,NATO
Madagascar,13500.0,6.0,0.0,93.0,587040.0,316.0,147630000.0,0.0,0.0,7.0,0.0,52968000000.0,5.0,29452714.0,13.0,836.0,0.0,31640.0,0.0,0.0,12.0,3.0381,11192031.0,7952233.0,559602.0,8100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,5.0,0.0,3548000000.0,2785000000.0,16519000.0,29.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,472000.0,150000000.0,4828.0,0.0,600.0,Africa,Sub-Saharan Africa,Non-aligned
Malaysia,113000.0,132.0,0.0,100.0,329847.0,15415.0,5100000000.0,0.0,25.0,100.0,2.0,1212000000000.0,45.0,34564810.0,35.0,1851.0,51600.0,144403.0,36.0,2.0,48.0,0.7379,16245461.0,13480276.0,553037.0,100000.0,11.0,15.0,31.0,6.0,4.0,0.0,0.0,196.0,67735.0,0.0,4.0,72.0,4.0,8748000000.0,116229000000.0,18264000.0,1750.0,582000.0,672000.0,3600000000.0,75456000000.0,42499000000.0,1189000000000.0,4476000.0,35741000.0,226000000.0,4675.0,2742.0,7200.0,Asia,South-eastern Asia,Non-aligned
Mali,40000.0,44.0,0.0,30.0,1240192.0,3717.0,1110000000.0,0.0,9.0,0.0,0.0,71253000000.0,10.0,21990607.0,0.0,593.0,0.0,139107.0,30.0,0.0,0.0,2.2598,6817088.0,4288168.0,351850.0,4800.0,12.0,8.0,4.0,1.0,0.0,8.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,4085000000.0,647800000.0,9126000.0,0.0,0.0,46000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7908.0,1800.0,Africa,Sub-Saharan Africa,Non-aligned
Mauritania,31540.0,23.0,0.0,25.0,1030700.0,5024.0,270625000.0,0.0,0.0,6.0,0.0,33069000000.0,4.0,4328040.0,2.0,728.0,66000.0,12253.0,0.0,0.0,51.0,2.7919,1687936.0,1181555.0,82233.0,5000.0,4.0,7.0,6.0,2.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,6.0,0.0,3072000000.0,2039000000.0,1210000.0,11.0,0.0,32000.0,20000000.0,0.0,0.0,28317000000.0,0.0,0.0,0.0,754.0,5002.0,1086.0,Africa,Sub-Saharan Africa,Non-aligned
Mexico,387000.0,424.0,0.0,1580.0,1964375.0,23548.0,9100000000.0,0.0,2.0,164.0,1.0,2883000000000.0,173.0,130739927.0,35.0,23389.0,98653.0,704884.0,0.0,0.0,0.0,0.6401,61447766.0,49811912.0,2222579.0,120000.0,32.0,40.0,175.0,25.0,0.0,0.0,35.0,0.0,0.0,0.0,3.0,142.0,0.0,306308000000.0,232035000000.0,60959000.0,674.0,2101000.0,1741000.0,5786000000.0,31422000000.0,90566000000.0,180322000000.0,6296000.0,15132000.0,1160000000.0,9330.0,4389.0,2900.0,Americas,Latin America and the Caribbean,Non-aligned
Moldova,6500.0,3.0,0.0,10.0,33851.0,1598.0,114114000.0,0.0,0.0,0.0,0.0,39342000000.0,2.0,3599528.0,0.0,1171.0,2000.0,9488.0,11.0,0.0,0.0,3.6225,2159717.0,1792565.0,71991.0,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,67.0,0.0,0.0,0.0,0.0,0.0,2637000000.0,5848000000.0,1358000.0,75.0,0.0,22000.0,0.0,10000.0,2344000000.0,0.0,0.0,90000.0,0.0,0.0,1885.0,558.0,Europe,Eastern Europe,Non-aligned
